sample_id,class_name,method_name,code_sample,label
82818,Service,removePort,"class Service {
        public void removePort(Port port) {
            if (portExists(port)) {
                this.portMap.remove(port.getProxy());
            }
        }
}

class Port {
    public void getProxy() {}
}",1
82819,Service,portExists,"class Service {
        public boolean portExists(Port port) {
            return this.portMap.containsKey(port.getProxy());
        }
}

class Port {
    public void getProxy() {}
}",1
82820,Topology,addService,"class Topology {
        public void addService(Service service) {
            this.serviceMap.put(service.getServiceName(), service);
        }
}

class Service {
    public void getServiceName() {}
}",1
82821,LoadBalancerContext,addClusterContext,"class LoadBalancerContext {
        public void addClusterContext(ClusterContext clusterContext) {
            clusterIdToClusterContextMap.put(clusterContext.getClusterId(), clusterContext);
        }
}

class ClusterContext {
    public void getClusterId() {}
}",1
82822,LoadBalancerDomainMappingEventReceiver,addDomainMapping,"class LoadBalancerDomainMappingEventReceiver {
        protected void addDomainMapping(Cluster cluster, String domainName, String contextPath) {
            super.addDomainMapping(cluster, domainName, contextPath);
            LoadBalancerContext.getInstance().addDomainMappingContextPath(domainName, contextPath);
        }
}

class LoadBalancerContext {
        public static LoadBalancerContext getInstance() {
            if (instance == null) {
                synchronized (LoadBalancerContext.class) {
                    if (instance == null) {
                        instance = new LoadBalancerContext();
                    }
                }
            }
            return instance;
        }
}",0
82823,LoadBalancerDomainMappingEventReceiver,removeDomainMapping,"class LoadBalancerDomainMappingEventReceiver {
        protected void removeDomainMapping(Cluster cluster, String domainName) {
            super.removeDomainMapping(cluster, domainName);
            LoadBalancerContext.getInstance().removeDomainMappingContextPath(domainName);
        }
}

class LoadBalancerContext {
        public static LoadBalancerContext getInstance() {
            if (instance == null) {
                synchronized (LoadBalancerContext.class) {
                    if (instance == null) {
                        instance = new LoadBalancerContext();
                    }
                }
            }
            return instance;
        }
}",0
82824,LoadBalancerTopologyEventReceiver,removeCluster,"class LoadBalancerTopologyEventReceiver {
        protected void removeCluster(Cluster cluster) {
            super.removeCluster(cluster);
            LoadBalancerContext.getInstance().removeClusterContext(cluster.getClusterId());
        }
}

class LoadBalancerContext {
        public static LoadBalancerContext getInstance() {
            if (instance == null) {
                synchronized (LoadBalancerContext.class) {
                    if (instance == null) {
                        instance = new LoadBalancerContext();
                    }
                }
            }
            return instance;
        }
}

class Cluster {
      public long getClusterId();
}",1
82825,HazelcastDistributedListProvider,getList,"class HazelcastDistributedListProvider {
        public List getList(String name, ListEntryListener listEntryListener) {
            List list = listMap.get(name);
            if (list == null) {
                synchronized (HazelcastDistributedListProvider.class) {
                    if (list == null) {
                        list = new DistList(name, listEntryListener);
                    }
                }
            }
            return list;
        }
}

class ListMap {
        public Object get( Object key, Object _default ) {
            if (this.containsKey(key)) {
                return this.get(key);
            }
            return _default;
        }
}",0
82826,HazelcastDistributedListProvider,removeList,"class HazelcastDistributedListProvider {
        public void removeList(String name) {
            DistList list = listMap.get(name);
            if (list != null) {
                IList ilist = (IList) list;
                ilist.removeItemListener(list.getListenerId());
                listMap.remove(list);
                ilist.destroy();
            }
        }
}

class ListMap {
        public Object get( Object key, Object _default ) {
            if (this.containsKey(key)) {
                return this.get(key);
            }
            return _default;
        }
    public void remove() {}
}

class List {
    public void getListenerId() {}
}",1
82827,CloudControllerConfig,getIaasProvider,"class CloudControllerConfig {
        public IaasProvider getIaasProvider(String type) {
            if (type == null) {
                return null;
            }
            for (IaasProvider iaasProvider : iaasProviders) {
                if (type.equals(iaasProvider.getType())) {
                    return iaasProvider;
                }
            }
            return null;
        }
}

class Type {
    public void equals() {}
}",1
82828,ClusterContext,addKubernetesService,"class ClusterContext {
        public void addKubernetesService(String clusterInstanceId,KubernetesService kubernetesService) {
            Map<String, KubernetesService> kubernetesServicesMap = clusterInstanceToKubernetesServicesMap.get(clusterInstanceId);
            if(kubernetesServicesMap == null) {
                kubernetesServicesMap = new HashMap<>();
                this.clusterInstanceToKubernetesServicesMap.put(clusterInstanceId, kubernetesServicesMap);
            }
            kubernetesServicesMap.put(kubernetesService.getId(), kubernetesService);
        }
}

class KubernetesService {
        public String getId() {
            return id;
        }
}",1
82829,NetworkPartition,getPartition,"class NetworkPartition {
        public Partition getPartition(String partitionId) {
            for (Partition partition : partitions) {
                if (partition.getId().equals(partitionId)) {
                    return partition;
                }
            }
            return null;
        }
}

class Partition {
    public void getId() {}
}",1
82830,TopologyConfig,setProperty,"class TopologyConfig {
        public void setProperty(String key, String value) {
            properties.put(key, value);
        }
}

class Properties {
    public void put() {}
}",0
82831,TopologyConfig,getProperty,"class TopologyConfig {
        public String getProperty(String key) {
            if (properties.containsKey(key)) {
                return properties.get(key);
            }
            return null;
        }
}

class Properties {
    public void get() {}
    public void containsKey() {}
}",0
82832,CommandContext,put,"class CommandContext {
        public Object put(String key, Object o) {
            Object previous = properties.put(key, o);
            setChanged();
            notifyObservers();
            return previous;
        }
}

class Properties {
    public void put() {}
}",0
82833,StratosApplication,constructOptions,"class StratosApplication {
        private Options constructOptions() {
            final Options options = new Options();
            Option usernameOption = new Option(CliConstants.USERNAME_OPTION, CliConstants.USERNAME_LONG_OPTION, true,
                    ""Username"");
            usernameOption.setArgName(""username"");
            options.addOption(usernameOption);
            Option passwordOption = new Option(CliConstants.PASSWORD_OPTION, CliConstants.PASSWORD_LONG_OPTION, true,
                    ""Password"");
            passwordOption.setArgName(""password"");
            passwordOption.setOptionalArg(true);
            options.addOption(passwordOption);
            options.addOption(CliConstants.HELP_OPTION, CliConstants.HELP_LONG_OPTION, false, ""Display this help"");
            options.addOption(CliConstants.TRACE_OPTION, false, ""Enable trace logging"");
            options.addOption(CliConstants.DEBUG_OPTION, false, ""Enable debug logging"");
            return options;
        }
}

class Options {
    public void addOption() {}
}",0
82834,StratosApplication,createCommands,"class StratosApplication {
        private void createCommands() {
            Command<StratosCommandContext> command = new HelpCommand();
            commands.put(command.getName(), command);
            command = new ExitCommand();
            commands.put(command.getName(), command);
            command = new ListCartridgesCommand();
            commands.put(command.getName(), command);
            command = new AddTenantCommand();
            commands.put(command.getName(), command);
            command = new AddUserCommand();
            commands.put(command.getName(), command);
            command = new DeleteUserCommand();
            commands.put(command.getName(), command);
            command = new ListUsers();
}

class Commands {
    public void keySet() {}
    public void put() {}
    public void size() {}
}

class Command {
        String getName();
}

class Logger {
    public void debug() {}
    public void isDebugEnabled() {}
}",1
82835,StratosApplication,createAutocomplete,"class StratosApplication {
        private void createAutocomplete() {
            reader.addCompleter(new CommandCompleter(commands));
        }
}

class Reader {
    public void addCompleter() {}
}",1
82836,StratosApplication,run,"class StratosApplication {
        public int run(String[] args) {
            boolean loaded = loadRequiredProperties();
            if (!loaded) {
                return CliConstants.ERROR_CODE;
            }
            String[] remainingArgs = null;
            String action = null;
            Option[] actionOptions = null;
            String usernameInput = null;
            String passwordInput = null;
            if (args != null && args.length > 0) {
                if (logger.isDebugEnabled()) {
}

class Logger {
    public void debug() {}
    public void trace() {}
    public void isErrorEnabled() {}
    public void isTraceEnabled() {}
    public void isDebugEnabled() {}
    public void error() {}
}

class Commands {
    public void get() {}
    public void values() {}
}

class Command {
        void execute(List<String> tokens) throws Exception;
    public void getOptions() {}
}

class Options {
    public void getOptions() {}
}

class Parser {
        <T extends Element> Document<T> parse(ReadableByteChannel buf, ParserOptions options) throws ParseException;
}

class CommandLine {
    public void getArgs() {}
        public String getOptionValue(String option, String defaultValue) {
            String value = getOptionValue(option);
            return value == null ? defaultValue : value;
        }
        public boolean hasOption(String option) {
            return optionValues.containsKey(option);
        }
    public void getOptions() {}
}

class e {
    public void getMessage() {}
}",0
82837,StratosApplication,login,"class StratosApplication {
        private boolean login(String usernameInput, String passwordInput, boolean validateLogin) {
            if (StringUtils.isBlank(usernameInput) && StringUtils.isBlank(passwordInput)) {
                usernameInput = context.getString(CliConstants.STRATOS_USERNAME_ENV_PROPERTY);
                passwordInput = context.getString(CliConstants.STRATOS_PASSWORD_ENV_PROPERTY);
                if (logger.isDebugEnabled()) {
                    if (StringUtils.isNotBlank(usernameInput) && StringUtils.isNotBlank(passwordInput)) {
                        logger.debug(""Found authentication details for {} from context"", usernameInput);
                    }
                }
            }
            if (StringUtils.isBlank(usernameInput)) {
                usernameInput = getInput(""Username"");
            }
            if (StringUtils.isBlank(passwordInput)) {
                passwordInput = getInput(""Password"", '*');
            }
            boolean success = false;
            String stratosURL = null;
            stratosURL = context.getString(CliConstants.STRATOS_URL_ENV_PROPERTY);
            if (username == null) {
                reader = null;
                reader = createConsoleReaderWhithoutArgs(usernameInput);
            }
            createAutocomplete();
            try {
                success = RestCommandLineService.getInstance().login(stratosURL, usernameInput, passwordInput, validateLogin);
            } catch (Exception e) {
                if (logger.isErrorEnabled()) {
                    logger.error(""Error when trying to login"", e);
                }
            }
            if (success) {
                if (logger.isDebugEnabled()) {
                    logger.debug(""Successfully authenticated"");
                }
            } else {
                if (logger.isDebugEnabled()) {
                    logger.debug(""Authentication failed."");
                }
            }
            return success;
        }
}

class Context {
    public void getString() {}
}

class Logger {
    public void debug() {}
    public void error() {}
    public void isErrorEnabled() {}
    public void isDebugEnabled() {}
}",0
82838,StratosApplication,executeCommand,"class StratosApplication {
        protected int executeCommand(String line) {
            String[] tokens = new StrTokenizer(line).getTokenArray();
            String action = tokens[0];
            String[] actionArgs = Arrays.copyOfRange(tokens, 1, tokens.length);
            if (logger.isDebugEnabled()) {
                logger.debug(""Executing command action: {}, Tokens: {}"", action, tokens.length);
            }
            Command<StratosCommandContext> command = commands.get(action);
            if (command == null) {
                System.out.println(action + "": command not found."");
                return CliConstants.COMMAND_FAILED;
            }
            try {
                return command.execute(context, actionArgs, new Option[0]);
            } catch (CommandException e) {
                if (logger.isErrorEnabled()) {
                    logger.error(""Error executing command: "" + action, e);
                }
                return CliConstants.ERROR_CODE;
            }
        }
}

class Logger {
    public void debug() {}
    public void error() {}
    public void isErrorEnabled() {}
    public void isDebugEnabled() {}
}

class Commands {
    public void get() {}
}

class Command {
        void execute(List<String> tokens) throws Exception;
}",0
82839,StratosApplication,loadRequiredProperties,"class StratosApplication {
        private boolean loadRequiredProperties() {
            if (logger.isDebugEnabled()) {
                logger.debug(""Loading properties..."");
            }
            String stratosURL = null;
            String username = null;
            String password = null;
            stratosURL = System.getenv(CliConstants.STRATOS_URL_ENV_PROPERTY);
            username = System.getenv(CliConstants.STRATOS_USERNAME_ENV_PROPERTY);
            password = System.getenv(CliConstants.STRATOS_PASSWORD_ENV_PROPERTY);
            if (StringUtils.isBlank(stratosURL)) {
                if (logger.isDebugEnabled()) {
                    logger.debug(""Required configuration not found."");
                }
                System.out.format(""Could not find required \""%s\"" variable in your environment.%n"",
                        CliConstants.STRATOS_URL_ENV_PROPERTY);
                return false;
            }
            if (logger.isDebugEnabled()) {
                logger.debug(""Required configuration found. Validating {}"", stratosURL);
            }
            int slashCount = StringUtils.countMatches(stratosURL, ""/"");
            int colonCount = StringUtils.countMatches(stratosURL, "":"");
            UrlValidator urlValidator = new UrlValidator(new String[]{""https""}, UrlValidator.ALLOW_LOCAL_URLS);
            if (!urlValidator.isValid(stratosURL) || colonCount != 2 || slashCount > 3) {
                if (logger.isDebugEnabled()) {
                    logger.debug(""Stratos Controller URL {} is not valid"", stratosURL);
                }
                System.out.format(
                        ""The \""%s\"" variable in your environment is not a valid URL. You have provided \""%s\"".%n""
                                + ""Please provide the Stratos Controller URL as follows%nhttps:
                        CliConstants.STRATOS_URL_ENV_PROPERTY, stratosURL);
                return false;
            }
            if (logger.isDebugEnabled()) {
                logger.debug(""Stratos Controller URL {} is valid."", stratosURL);
                logger.debug(""Adding the values to context."");
            }
            context.put(CliConstants.STRATOS_URL_ENV_PROPERTY, stratosURL);
            context.put(CliConstants.STRATOS_USERNAME_ENV_PROPERTY, username);
            context.put(CliConstants.STRATOS_PASSWORD_ENV_PROPERTY, password);
            return true;
        }
}

class Logger {
    public void debug() {}
    public void isDebugEnabled() {}
}

class UrlValidator {
        public boolean isValid(final String value) {
            if (value == null) {
                return false;
            }
            final URI uri;
            try {
                uri = new URI(value);
            } catch (final URISyntaxException e) {
                return false;
            }
            final String scheme = uri.getScheme();
            if (!isValidScheme(scheme)) {
                return false;
            }
            final String authority = uri.getRawAuthority();
            if (""file"".equals(scheme) && GenericValidator.isBlankOrNull(authority)) {
                return true;
            }
            if (""file"".equals(scheme) && authority != null && authority.contains("":"") || !isValidAuthority(authority)) {
                return false;
            }
            if (!isValidPath(uri.getRawPath()) || !isValidQuery(uri.getRawQuery()) || !isValidFragment(uri.getRawFragment())) {
                return false;
            }
            return true;
        }
}

class Context {
    public void put() {}
}",0
82840,StratosApplication,setLoggerLevel,"class StratosApplication {
        private void setLoggerLevel(boolean trace, boolean debug) {
            org.apache.log4j.Logger logger = LogManager.getLogger(StratosApplication.class.getPackage().getName());
            if (logger != null && trace) {
                logger.setLevel(Level.TRACE);
                LogManager.getRootLogger().setLevel(Level.TRACE);
            } else if (logger != null && debug) {
                logger.setLevel(Level.DEBUG);
                LogManager.getRootLogger().setLevel(Level.DEBUG);
            }
        }
}

class LogManager {
    public void getLogger() {}
    public void getRootLogger() {}
}

class Logger {
    public void setLevel() {}
}",1
82841,StratosApplication,printUsage,"class StratosApplication {
        private void printUsage(final String commandLineSyntax, final Options options) {
            final PrintWriter writer = new PrintWriter(System.out);
            final HelpFormatter usageFormatter = new HelpFormatter();
            usageFormatter.printUsage(writer, 80, commandLineSyntax, options);
            writer.flush();
        }
}

class Writer {
    public void flush() {}
}",1
82842,InfoCommand,execute,"class InfoCommand {
        public int execute(StratosCommandContext context, String[] args, Option[] alreadyParsedOpts) throws CommandException {
            if (log.isDebugEnabled()) {
                log.debug(""Executing {} command..."", getName());
            }
            throw new RuntimeException(""Not implemented"");
        }
}

class Log {
    public void debug() {}
    public void isDebugEnabled() {}
}",1
82843,ExceptionMapper,toString,"class ExceptionMapper {
        public String toString() {
            return Error.toString();
        }
}

class Error {
    public void toString() {}
}",1
82844,Monitor,addInstance,"class Monitor {
        public void addInstance(Instance instance) {
            instanceIdToInstanceMap.put(instance.getInstanceId(), instance);
        }
}

class Instance {
    public void getInstanceId() {}
}",1
82845,Monitor,getInstancesByParentInstanceId,"class Monitor {
        public List<String> getInstancesByParentInstanceId(String parentInstanceId) {
            List<String> instances = new ArrayList<String>();
            for (Instance instance : instanceIdToInstanceMap.values()) {
                if (instance.getParentId() != null && instance.getParentId().equals(parentInstanceId)) {
                    instances.add(instance.getInstanceId());
                }
            }
            return instances;
        }
}

class Instance {
    public void getParentId() {}
    public void getInstanceId() {}
}",1
82846,RuleLog,info,"class RuleLog {
        public boolean info(String value) {
            if (log.isInfoEnabled()) {
                log.info(value);
            }
            return true;
        }
}

class Log {
    public void isInfoEnabled() {}
    public void info() {}
}",1
82847,RuleLog,debug,"class RuleLog {
        public boolean debug(String value) {
            if (log.isDebugEnabled()) {
                log.debug(value);
            }
            return true;
        }
}

class Log {
    public void debug() {}
    public void isDebugEnabled() {}
}",1
82848,RuleLog,warn,"class RuleLog {
        public boolean warn(String value) {
            if (log.isWarnEnabled()) {
                log.warn(value);
            }
            return true;
        }
}

class Log {
    public void isWarnEnabled() {}
    public void warn() {}
}",1
82849,RuleLog,error,"class RuleLog {
        public boolean error(String value) {
            if (log.isErrorEnabled()) {
                log.error(value);
            }
            return true;
        }
}

class Log {
    public void error() {}
    public void isErrorEnabled() {}
}",1
82850,AutoscalerObjectConverter,convertPartitionToCCPartition,"class AutoscalerObjectConverter {
        convertPartitionToCCPartition(PartitionRef partition) {
            org.apache.stratos.cloud.controller.stub.domain.Partition cloudControllerPartition = new
                    org.apache.stratos.cloud.controller.stub.domain.Partition();
            cloudControllerPartition.setId(partition.getId());
            cloudControllerPartition.setDescription(partition.getDescription());
            cloudControllerPartition.setKubernetesClusterId(partition.getKubernetesClusterId());
            cloudControllerPartition.setProperties(AutoscalerUtil.toStubProperties(partition.getProperties()));
            return cloudControllerPartition;
        }
}

class Partition {
    public void getKubernetesClusterId() {}
    public void getProperties() {}
    public void getId() {}
    public void getDescription() {}
}",1
82851,AutoscalerObjectConverter,convertPropertiesToCCProperties,"class AutoscalerObjectConverter {
        public static org.apache.stratos.cloud.controller.stub.Properties convertPropertiesToCCProperties(Properties properties) {
            org.apache.stratos.cloud.controller.stub.Properties ccProperties
                    = new org.apache.stratos.cloud.controller.stub.Properties();
            Property[] propertyArray = properties.getProperties();
            for (Property property : properties.getProperties()) {
                org.apache.stratos.cloud.controller.stub.Property ccProperty
                        = new org.apache.stratos.cloud.controller.stub.Property();
                ccProperty.setName(property.getName());
                ccProperty.setName(property.getName());
                ccProperties.addProperties(ccProperty);
            }
            return ccProperties;
        }
}

class Properties {
        Map<String, PropertyData<?>> getProperties();
}

class Property {
        String getName();
}",1
82852,AutoscalerObjectConverter,convertCCPropertiesToProperties,"class AutoscalerObjectConverter {
        public static Properties convertCCPropertiesToProperties(
                org.apache.stratos.cloud.controller.stub.Properties ccProperties) {
            Properties properties = new Properties();
            if (ccProperties.getProperties() != null) {
                for (org.apache.stratos.cloud.controller.stub.Property ccProperty : ccProperties.getProperties()) {
                    Property property = new Property();
                    property.setName(ccProperty.getName());
                    property.setValue(ccProperty.getValue());
                    properties.addProperty(property);
                }
            }
            return properties;
        }
}

class Property {
    public void setName() {}
    public void setValue() {}
}

class Properties {
    public void addProperty() {}
}",0
82853,AutoscalerObjectConverter,convertCCPartitionsToPartitions,"class AutoscalerObjectConverter {
        public static PartitionRef[] convertCCPartitionsToPartitions(org.apache.stratos.cloud.controller.stub.domain.Partition[] ccPartitions) {
            List<PartitionRef> partitions = new ArrayList<PartitionRef>();
            for (org.apache.stratos.cloud.controller.stub.domain.Partition ccPartition : ccPartitions) {
                PartitionRef partition = convertCCPartitionToPartition(ccPartition);
                partitions.add(partition);
            }
            return partitions.toArray(new PartitionRef[ccPartitions.length]);
        }
}

class Partitions {
    public void toArray() {}
    public void add() {}
}",0
82854,AutoscalerObjectConverter,convertCCPartitionToPartition,"class AutoscalerObjectConverter {
        public static PartitionRef convertCCPartitionToPartition(org.apache.stratos.cloud.controller.stub.domain.Partition ccPartition) {
            PartitionRef partition = new PartitionRef();
            partition.setId(ccPartition.getId());
            partition.setDescription(ccPartition.getDescription());
            partition.setProperties(convertCCPropertiesToProperties(ccPartition.getProperties()));
            return partition;
        }
}

class Partition {
    public void setDescription() {}
    public void setId() {}
    public void setProperties() {}
}",0
82855,StatusProcessorChain,add,"class StatusProcessorChain {
        public void add(StatusProcessor messageProcessor) {
            if (list.size() > 0) {
                list.getLast().setNext(messageProcessor);
            }
            list.add(messageProcessor);
        }
}

class List {
    public void size() {}
    public void getLast() {}
    public void add() {}
}",1
82856,StatusProcessorChain,removeLast,"class StatusProcessorChain {
        public void removeLast() {
            list.removeLast();
            if (list.size() > 0) {
                list.getLast().setNext(null);
            }
        }
}

class List {
    public void size() {}
    public void getLast() {}
    public void removeLast() {}
}",1
82857,ParentInstanceContext,addScalingEvent,"class ParentInstanceContext {
        public void addScalingEvent(ScalingEvent scalingEvent) {
            this.idToScalingEvent.put(scalingEvent.getId(), scalingEvent);
        }
}

class ScalingEvent {
        public String getId() {
            return id;
        }
}",1
82858,ParentInstanceContext,addScalingOverMaxEvent,"class ParentInstanceContext {
        public void addScalingOverMaxEvent(ScalingUpBeyondMaxEvent scalingUpBeyondMaxEvent) {
            this.idToScalingOverMaxEvent.put(scalingUpBeyondMaxEvent.getId(), scalingUpBeyondMaxEvent);
        }
}

class ScalingUpBeyondMaxEvent {
        public String getId() {
            return id;
        }
}",1
82859,ParentInstanceContext,addScalingDownBeyondMinEvent,"class ParentInstanceContext {
        public void addScalingDownBeyondMinEvent(ScalingDownBeyondMinEvent scalingDownBeyondMinEvent) {
            this.idToScalingDownBeyondMinEvent.put(scalingDownBeyondMinEvent.getId(), scalingDownBeyondMinEvent);
        }
}

class ScalingDownBeyondMinEvent {
        public String getId() {
            return id;
        }
}",1
82860,AbstractClusterContext,addClusterInstance,"class AbstractClusterContext {
        public void addClusterInstance(ClusterInstance instance) {
            this.clusterInstanceMap.put(instance.getInstanceId(), instance);
        }
}

class Instance {
    public void getInstanceId() {}
}",1
82861,AllAtOnceAlgorithm,getNextNetworkPartitions,"class AllAtOnceAlgorithm {
        public List<String> getNextNetworkPartitions(NetworkPartitionAlgorithmContext networkPartitionAlgorithmContext) {
            if (networkPartitionAlgorithmContext == null) {
                return null;
            }
            ApplicationPolicy applicationPolicy = PolicyManager.getInstance().getApplicationPolicy(
                    networkPartitionAlgorithmContext.getApplicationPolicyId());
            if (applicationPolicy == null) {
                return null;
            }
            String[] networkPartitions = applicationPolicy.getNetworkPartitions();
            if (networkPartitions == null || networkPartitions.length == 0) {
                return null;
            }
            return Arrays.asList(networkPartitions);
        }
}

class PolicyManager {
    public void getInstance() {}
}

class ApplicationPolicy {
        public String[] getNetworkPartitions() {
            return networkPartitions;
        }
}",1
82862,AllAtOnceAlgorithm,getDefaultNetworkPartitions,"class AllAtOnceAlgorithm {
        public List<String> getDefaultNetworkPartitions(NetworkPartitionAlgorithmContext
                                                                networkPartitionAlgorithmContext) {
            if (networkPartitionAlgorithmContext == null) {
                return null;
            }
            ApplicationPolicy applicationPolicy = PolicyManager.getInstance().getApplicationPolicy(
                    networkPartitionAlgorithmContext.getApplicationPolicyId());
            if (applicationPolicy == null) {
                return null;
            }
            String[] networkPartitions = applicationPolicy.getNetworkPartitions();
            if (networkPartitions == null || networkPartitions.length == 0) {
                return null;
            }
            return Arrays.asList(networkPartitions);
        }
}

class PolicyManager {
    public void getInstance() {}
}

class ApplicationPolicy {
        public String[] getNetworkPartitions() {
            return networkPartitions;
        }
}",1
82863,DorisSink,sink,"class DorisSink {
      public DataStreamSink<T> sink(org.apache.flink.streaming.api.scala.DataStream<T> source) {
        DorisSinkFunction<T> sinkFunction = new DorisSinkFunction<>(context);
        return source.addSink(sinkFunction);
      }
}

class Source {
    public void addSink() {}
}",1
82864,DockerConfig,toSettings,"class DockerConfig {
        public static List<Setting> toSettings(DockerConfig dockerConfig) {
            Setting address = new Setting();
            address.setSettingKey(SettingService.KEY_DOCKER_REGISTER_ADDRESS);
            address.setSettingValue(dockerConfig.getAddress());
            Setting username = new Setting();
            username.setSettingKey(SettingService.KEY_DOCKER_REGISTER_USER);
            username.setSettingValue(dockerConfig.getUsername());
            Setting password = new Setting();
            password.setSettingKey(SettingService.KEY_DOCKER_REGISTER_PASSWORD);
            password.setSettingValue(dockerConfig.getPassword());
            Setting namespace = new Setting();
            namespace.setSettingKey(SettingService.KEY_DOCKER_REGISTER_NAMESPACE);
            namespace.setSettingValue(dockerConfig.getNamespace());
            return Arrays.asList(address, username, password, namespace);
        }
}

class Address {
    public void setSettingValue() {}
    public void setSettingKey() {}
}

class Password {
    public void setSettingValue() {}
    public void setSettingKey() {}
}

class Namespace {
    public void setSettingValue() {}
    public void setSettingKey() {}
}",1
82865,MavenConfig,fromSetting,"class MavenConfig {
        public static MavenConfig fromSetting() {
            MavenConfig mavenConfig = new MavenConfig();
            Map<String, Setting> settings = SettingService.SETTINGS;
            if (settings.containsKey(CommonConfig.MAVEN_SETTINGS_PATH().key())) {
                mavenConfig.setMvnSettings(
                    settings.get(CommonConfig.MAVEN_SETTINGS_PATH().key()).getSettingValue());
            }
            if (settings.containsKey(CommonConfig.MAVEN_REMOTE_URL().key())) {
                mavenConfig.setMvnRepository(
                    settings.get(CommonConfig.MAVEN_REMOTE_URL().key()).getSettingValue());
            }
            if (settings.containsKey(CommonConfig.MAVEN_AUTH_USER().key())) {
                mavenConfig.setMvnAuthUser(
                    settings.get(CommonConfig.MAVEN_AUTH_USER().key()).getSettingValue());
            }
            if (settings.containsKey(CommonConfig.MAVEN_AUTH_PASSWORD().key())) {
                mavenConfig.setMvnAuthPassword(
                    settings.get(CommonConfig.MAVEN_AUTH_PASSWORD().key()).getSettingValue());
            }
            return mavenConfig;
        }
}

class Settings {
    public void get() {}
    public void containsKey() {}
}

class CommonConfig {
    public void MAVEN_AUTH_USER() {}
    public void MAVEN_REMOTE_URL() {}
    public void MAVEN_AUTH_PASSWORD() {}
    public void MAVEN_SETTINGS_PATH() {}
}",1
82866,MavenConfig,updateConfig,"class MavenConfig {
        public void updateConfig() {
            if (StringUtils.isNotBlank(mvnSettings)) {
                InternalConfigHolder.set(CommonConfig.MAVEN_SETTINGS_PATH(), mvnSettings);
            }
            if (StringUtils.isNotBlank(mvnRepository)) {
                InternalConfigHolder.set(CommonConfig.MAVEN_REMOTE_URL(), mvnRepository);
            }
            if (StringUtils.isNotBlank(mvnAuthUser)) {
                InternalConfigHolder.set(CommonConfig.MAVEN_AUTH_USER(), mvnAuthUser);
            }
            if (StringUtils.isNotBlank(mvnAuthPassword)) {
                InternalConfigHolder.set(CommonConfig.MAVEN_AUTH_PASSWORD(), mvnAuthPassword);
            }
        }
}

class CommonConfig {
    public void MAVEN_AUTH_USER() {}
    public void MAVEN_REMOTE_URL() {}
    public void MAVEN_AUTH_PASSWORD() {}
    public void MAVEN_SETTINGS_PATH() {}
}",0
82867,FlinkStateChangeEvent,equals,"class FlinkStateChangeEvent {
        public boolean equals(Object object) {
            if (this == object) {
                return true;
            }
            if (object == null || getClass() != object.getClass()) {
                return false;
            }
            FlinkStateChangeEvent that = (FlinkStateChangeEvent) object;
            return Objects.equals(id, that.id)
                && Objects.equals(jobId, that.jobId)
                && Objects.equals(appState, that.appState)
                && Objects.equals(optionState, that.optionState)
                && Objects.equals(jobManagerUrl, that.jobManagerUrl);
        }
}

class Object {
    public void getClass() {}
}

class Objects {
    public void equals() {}
}",0
82868,FlinkStateChangeEvent,hashCode,"class FlinkStateChangeEvent {
        public int hashCode() {
            return Objects.hash(id, jobId, appState, optionState, jobManagerUrl);
        }
}

class Objects {
        public static int hash( int initialNonZeroOddNumber, int multiplierNonZeroOddNumber, Object...objs )
        {
            int result = initialNonZeroOddNumber;
            for ( Object obj : objs )
            {
                result = multiplierNonZeroOddNumber * result + ( obj != null ? obj.hashCode() : 0 );
            }
            return result;
        }
}",1
82869,FlinkEffectiveServiceImpl,saveOrUpdate,"class FlinkEffectiveServiceImpl {
        public void saveOrUpdate(Long appId, EffectiveTypeEnum type, Long id) {
            long count = this.lambdaQuery()
                .eq(FlinkEffective::method, appId)
                .eq(FlinkEffective::method, type.getType())
                .count();
            if (count == 0) {
                FlinkEffective effective = new FlinkEffective();
                effective.setAppId(appId);
                effective.setTargetType(type.getType());
                effective.setTargetId(id);
                effective.setCreateTime(new Date());
                save(effective);
            } else {
                update(
                    new LambdaUpdateWrapper<FlinkEffective>()
                        .eq(FlinkEffective::method, appId)
                        .eq(FlinkEffective::method, type.getType())
                        .set(FlinkEffective::method, id));
            }
        }
}

class Type {
    public void getType() {}
}",1
82870,SparkEffectiveServiceImpl,saveOrUpdate,"class SparkEffectiveServiceImpl {
        public void saveOrUpdate(Long appId, EffectiveTypeEnum type, Long id) {
            long count = this.lambdaQuery()
                .eq(SparkEffective::method, appId)
                .eq(SparkEffective::method, type.getType())
                .count();
            if (count == 0) {
                SparkEffective effective = new SparkEffective();
                effective.setAppId(appId);
                effective.setTargetType(type.getType());
                effective.setTargetId(id);
                effective.setCreateTime(new Date());
                save(effective);
            } else {
                update(
                    new LambdaUpdateWrapper<SparkEffective>()
                        .eq(SparkEffective::method, appId)
                        .eq(SparkEffective::method, type.getType())
                        .set(SparkEffective::method, id));
            }
        }
}

class Type {
    public void getType() {}
}",1
